row_id,order_id,order_date,ship_date,ship_mode,customer_id,segment,city,state,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit,profit_margin
3071,CA-2014-119375,2014-11-17,2014-11-22,Standard Class,YC-21895,Corporate,Newark,Delaware,East,OFF-ST-10002011,Office Supplies,Storage,Smead Adjustable Mobile File Trolley with Lockable Top,2934.33,7,0,3.1104,0.001060003476091646
3072,CA-2014-119375,2014-11-17,2014-11-22,Standard Class,YC-21895,Corporate,Newark,Delaware,East,FUR-FU-10002379,Furniture,Furnishings,Eldon Econocleat Chair Mats for Low Pile Carpets,124.41,3,0,3.1104,0.025001205690860864
3073,CA-2014-119375,2014-11-17,2014-11-22,Standard Class,YC-21895,Corporate,Newark,Delaware,East,OFF-AR-10003752,Office Supplies,Art,Deluxe Chalkboard Eraser Cleaner,57.75,5,0,3.1104,0.05385974025974026
3074,CA-2016-125206,2016-01-03,2016-01-05,First Class,LR-16915,Consumer,Los Angeles,California,West,OFF-ST-10003692,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,114.46,2,0,3.1104,0.027174558797833304
3075,CA-2015-126137,2015-10-03,2015-10-08,Standard Class,BS-11755,Consumer,Los Angeles,California,West,FUR-BO-10004409,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",120.666,2,0.15,3.1161,0.025824175824175823
3076,CA-2014-143903,2014-07-20,2014-07-24,Standard Class,KM-16375,Home Office,Dallas,Texas,Central,OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart,342.864,3,0.2,3.1212,0.009103317933641327
3077,CA-2014-143903,2014-07-20,2014-07-24,Standard Class,KM-16375,Home Office,Dallas,Texas,Central,FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,16.74,5,0.6,3.1248,0.18666666666666668
3078,CA-2014-143903,2014-07-20,2014-07-24,Standard Class,KM-16375,Home Office,Dallas,Texas,Central,FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,981.372,2,0.3,3.1382,0.0031977680227273653
3079,CA-2014-104780,2014-05-21,2014-05-25,Standard Class,BT-11530,Home Office,San Diego,California,West,OFF-AR-10003514,Office Supplies,Art,4009 Highlighters by Sanford,31.84,8,0,3.14,0.09861809045226132
3080,CA-2017-101182,2017-09-04,2017-09-05,First Class,KB-16405,Home Office,Apple Valley,California,West,OFF-PA-10001800,Office Supplies,Paper,Xerox 220,12.96,2,0,3.14,0.24228395061728394
3081,CA-2017-101182,2017-09-04,2017-09-05,First Class,KB-16405,Home Office,Apple Valley,California,West,TEC-PH-10003589,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,43.176,3,0.2,3.15,0.07295719844357976
3082,US-2017-132297,2017-05-27,2017-06-02,Standard Class,DW-13480,Home Office,Louisville,Kentucky,South,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,58.34,2,0,3.1536,0.05405553651011313
3083,US-2017-132297,2017-05-27,2017-06-02,Standard Class,DW-13480,Home Office,Louisville,Kentucky,South,TEC-PH-10002834,Technology,Phones,Google Nexus 5,539.97,3,0,3.1552,0.005843287590051299
3084,CA-2014-100328,2014-01-28,2014-02-03,Standard Class,JC-15340,Consumer,New York City,New York,East,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",3.928,1,0.2,3.157,0.8037169042769857
3085,CA-2017-118773,2017-02-09,2017-02-14,Standard Class,TP-21415,Consumer,Houston,Texas,Central,OFF-BI-10004584,Office Supplies,Binders,GBC ProClick 150 Presentation Binding System,252.784,4,0.8,3.1584,0.012494461674789544
3086,CA-2017-118773,2017-02-09,2017-02-14,Standard Class,TP-21415,Consumer,Houston,Texas,Central,TEC-AC-10002402,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,127.984,2,0.2,3.1654,0.024732779097387175
3087,CA-2017-118773,2017-02-09,2017-02-14,Standard Class,TP-21415,Consumer,Houston,Texas,Central,FUR-FU-10000550,Furniture,Furnishings,Stacking Trays by OIC,3.984,2,0.6,3.1752,0.7969879518072289
3088,CA-2017-118773,2017-02-09,2017-02-14,Standard Class,TP-21415,Consumer,Houston,Texas,Central,OFF-AP-10000055,Office Supplies,Appliances,Belkin F9S820V06 8 Outlet Surge,12.992,2,0.8,3.1752,0.2443965517241379
3089,US-2017-159205,2017-03-31,2017-04-02,Second Class,DB-12910,Home Office,Henderson,Kentucky,South,FUR-FU-10001591,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,61,5,0,3.1752,0.05205245901639344
3090,US-2017-159205,2017-03-31,2017-04-02,Second Class,DB-12910,Home Office,Henderson,Kentucky,South,TEC-PH-10000526,Technology,Phones,Vtech CS6719,671.93,7,0,3.1752,0.004725492238774873
3091,CA-2016-112123,2016-03-03,2016-03-08,Standard Class,BH-11710,Consumer,Newark,Delaware,East,OFF-BI-10001071,Office Supplies,Binders,GBC ProClick Punch Binding System,447.86,7,0,3.1752,0.007089715536105032
3092,CA-2016-112123,2016-03-03,2016-03-08,Standard Class,BH-11710,Consumer,Newark,Delaware,East,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,479.95,5,0,3.178,0.006621523075320346
3093,CA-2016-112123,2016-03-03,2016-03-08,Standard Class,BH-11710,Consumer,Newark,Delaware,East,OFF-PA-10001977,Office Supplies,Paper,Xerox 194,166.44,3,0,3.1806,0.01910958904109589
3094,CA-2015-114468,2015-08-23,2015-08-23,Same Day,TD-20995,Consumer,Bolingbrook,Illinois,Central,OFF-SU-10004231,Office Supplies,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,31.68,4,0.2,3.1806,0.10039772727272728
3095,CA-2015-114468,2015-08-23,2015-08-23,Same Day,TD-20995,Consumer,Bolingbrook,Illinois,Central,OFF-PA-10000809,Office Supplies,Paper,Xerox 206,10.368,2,0.2,3.1842,0.30711805555555555
3096,CA-2015-114468,2015-08-23,2015-08-23,Same Day,TD-20995,Consumer,Bolingbrook,Illinois,Central,OFF-FA-10003021,Office Supplies,Fasteners,Staples,12.032,8,0.2,3.185,0.26471077127659576
3097,CA-2015-114468,2015-08-23,2015-08-23,Same Day,TD-20995,Consumer,Bolingbrook,Illinois,Central,OFF-AP-10000696,Office Supplies,Appliances,Holmes Odor Grabber,5.768,2,0.8,3.196,0.5540915395284328
3098,CA-2017-135692,2017-04-27,2017-05-01,Standard Class,CV-12805,Corporate,Fort Worth,Texas,Central,OFF-LA-10001158,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",33.12,4,0.2,3.2004,0.0966304347826087
3099,CA-2017-135692,2017-04-27,2017-05-01,Standard Class,CV-12805,Corporate,Fort Worth,Texas,Central,FUR-BO-10002268,Furniture,Bookcases,Sauder Barrister Bookcases,220.2656,4,0.32,3.2064,0.014556971220199612
3100,CA-2017-131233,2017-04-14,2017-04-19,Standard Class,CS-12355,Consumer,New York City,New York,East,OFF-BI-10000829,Office Supplies,Binders,Avery Non-Stick Binders,10.776,3,0.2,3.2064,0.2975501113585746
3101,CA-2017-131233,2017-04-14,2017-04-19,Standard Class,CS-12355,Consumer,New York City,New York,East,FUR-BO-10003441,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",242.352,3,0.2,3.21,0.01324519706872648
3102,CA-2017-119578,2017-12-22,2017-12-27,Second Class,JG-15310,Corporate,Providence,Rhode Island,East,OFF-SU-10003505,Office Supplies,Supplies,Premier Electric Letter Opener,695.16,6,0,3.21,0.004617641981702054
3103,CA-2017-119578,2017-12-22,2017-12-27,Second Class,JG-15310,Corporate,Providence,Rhode Island,East,FUR-BO-10003660,Furniture,Bookcases,"Bush Cubix Collection Bookcases, Fully Assembled",220.98,1,0,3.21,0.014526201466196036
3104,CA-2016-124562,2016-12-08,2016-12-12,Standard Class,JP-16135,Home Office,Columbus,Ohio,East,OFF-BI-10001267,Office Supplies,Binders,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",12.957,7,0.7,3.21,0.24774253299374854
3105,US-2017-140074,2017-03-23,2017-03-29,Standard Class,EC-14050,Consumer,New York City,New York,East,OFF-PA-10002741,Office Supplies,Paper,Xerox 1980,25.68,6,0,3.21,0.125
3106,CA-2016-103037,2016-07-25,2016-07-29,Standard Class,KH-16630,Corporate,Houston,Texas,Central,OFF-LA-10004345,Office Supplies,Labels,Avery 493,15.712,4,0.2,3.21,0.20430244399185335
3107,CA-2017-127460,2017-07-10,2017-07-14,Standard Class,FG-14260,Home Office,Aurora,Illinois,Central,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",298.464,6,0.2,3.21,0.010755065937600514
3108,CA-2016-121671,2016-07-17,2016-07-22,Standard Class,AA-10480,Consumer,Springfield,Missouri,Central,OFF-PA-10001471,Office Supplies,Paper,Strathmore Photo Frame Cards,21.93,3,0,3.2161,0.1466529867761058
3109,CA-2016-121671,2016-07-17,2016-07-22,Standard Class,AA-10480,Consumer,Springfield,Missouri,Central,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",242.94,3,0,3.2186,0.013248538733843747
3110,CA-2016-121671,2016-07-17,2016-07-22,Standard Class,AA-10480,Consumer,Springfield,Missouri,Central,OFF-PA-10001892,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",7.64,1,0,3.2214,0.4216492146596859
3111,CA-2016-121671,2016-07-17,2016-07-22,Standard Class,AA-10480,Consumer,Springfield,Missouri,Central,OFF-PA-10001934,Office Supplies,Paper,Xerox 1993,51.84,8,0,3.2214,0.0621412037037037
3112,CA-2016-121671,2016-07-17,2016-07-22,Standard Class,AA-10480,Consumer,Springfield,Missouri,Central,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,265.17,1,0,3.2214,0.012148433080665233
3113,CA-2016-150350,2016-08-23,2016-08-30,Standard Class,MS-17770,Consumer,Seattle,Washington,West,TEC-MA-10001972,Technology,Machines,Okidata C331dn Printer,837.6,3,0.2,3.2224,0.0038471824259789875
3114,CA-2016-150350,2016-08-23,2016-08-30,Standard Class,MS-17770,Consumer,Seattle,Washington,West,OFF-EN-10002504,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",135.9,5,0,3.2256,0.023735099337748342
3115,CA-2016-150350,2016-08-23,2016-08-30,Standard Class,MS-17770,Consumer,Seattle,Washington,West,OFF-PA-10002160,Office Supplies,Paper,Xerox 1978,34.68,6,0,3.2256,0.09301038062283737
3116,CA-2016-150350,2016-08-23,2016-08-30,Standard Class,MS-17770,Consumer,Seattle,Washington,West,FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,532.704,6,0.2,3.2352,0.006073166336276807
3117,CA-2016-150350,2016-08-23,2016-08-30,Standard Class,MS-17770,Consumer,Seattle,Washington,West,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",43.1,5,0,3.2352,0.07506264501160093
3118,CA-2016-150350,2016-08-23,2016-08-30,Standard Class,MS-17770,Consumer,Seattle,Washington,West,OFF-SU-10002189,Office Supplies,Supplies,Acme Rosewood Handle Letter Opener,15.88,4,0,3.2392,0.20397984886649873
3119,CA-2015-121720,2015-06-11,2015-06-12,First Class,JE-15610,Corporate,Lakeland,Florida,South,FUR-CH-10003312,Furniture,Chairs,Hon 2090 â€œPillow Softâ€ Series Mid Back Swivel/Tilt Chairs,1123.92,5,0.2,3.2392,0.0028820556623247204
3120,CA-2015-121720,2015-06-11,2015-06-12,First Class,JE-15610,Corporate,Lakeland,Florida,South,TEC-PH-10002496,Technology,Phones,Cisco SPA301,249.584,2,0.2,3.2392,0.012978396051028912
3121,CA-2015-121720,2015-06-11,2015-06-12,First Class,JE-15610,Corporate,Lakeland,Florida,South,FUR-FU-10003464,Furniture,Furnishings,"Seth Thomas 8 1/2"" Cubicle Clock",48.672,3,0.2,3.24,0.06656804733727811
3122,CA-2015-121720,2015-06-11,2015-06-12,First Class,JE-15610,Corporate,Lakeland,Florida,South,OFF-AR-10000380,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",60.768,2,0.2,3.2406,0.05332740916271722
3123,CA-2015-121720,2015-06-11,2015-06-12,First Class,JE-15610,Corporate,Lakeland,Florida,South,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,78.6,5,0.7,3.2406,0.04122900763358779
3124,CA-2015-121720,2015-06-11,2015-06-12,First Class,JE-15610,Corporate,Lakeland,Florida,South,OFF-BI-10001308,Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs,3.768,2,0.7,3.2432,0.8607218683651805
3125,CA-2015-121720,2015-06-11,2015-06-12,First Class,JE-15610,Corporate,Lakeland,Florida,South,OFF-ST-10001780,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack,1036.624,2,0.2,3.246,0.003131318588031919
3126,CA-2015-121720,2015-06-11,2015-06-12,First Class,JE-15610,Corporate,Lakeland,Florida,South,OFF-ST-10003816,Office Supplies,Storage,Fellowes High-Stak Drawer Files,563.808,4,0.2,3.2472,0.005759407457857994
3127,CA-2017-149895,2017-09-08,2017-09-12,Standard Class,EB-14110,Consumer,Philadelphia,Pennsylvania,East,TEC-PH-10002200,Technology,Phones,Aastra 6757i CT Wireless VoIP phone,258.528,2,0.4,3.248,0.012563436068820398
3128,CA-2017-147564,2017-10-02,2017-10-06,Standard Class,BP-11155,Consumer,New York City,New York,East,OFF-PA-10004438,Office Supplies,Paper,Xerox 1907,49.12,4,0,3.2616,0.06640065146579804
3129,CA-2014-136399,2014-12-16,2014-12-17,First Class,CC-12100,Home Office,Los Angeles,California,West,FUR-FU-10004090,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",44.46,2,0,3.2616,0.07336032388663967
3130,CA-2014-136399,2014-12-16,2014-12-17,First Class,CC-12100,Home Office,Los Angeles,California,West,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,241.568,2,0.2,3.267,0.013524142270499404
3131,CA-2014-136399,2014-12-16,2014-12-17,First Class,CC-12100,Home Office,Los Angeles,California,West,TEC-AC-10001142,Technology,Accessories,First Data FD10 PIN Pad,395,5,0,3.2676,0.008272405063291138
3132,CA-2014-136399,2014-12-16,2014-12-17,First Class,CC-12100,Home Office,Los Angeles,California,West,TEC-PH-10004977,Technology,Phones,GE 30524EE4,627.168,4,0.2,3.276,0.0052234807898362155
3133,CA-2014-107916,2014-08-24,2014-08-26,First Class,JP-15460,Corporate,Oceanside,New York,East,FUR-FU-10004586,Furniture,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,13.28,2,0,3.2776,0.24680722891566267
3134,CA-2014-107916,2014-08-24,2014-08-26,First Class,JP-15460,Corporate,Oceanside,New York,East,OFF-BI-10001116,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",12.672,3,0.2,3.278,0.2586805555555555
3135,CA-2017-164168,2017-11-12,2017-11-18,Standard Class,LS-16975,Home Office,Dallas,Texas,Central,OFF-BI-10000666,Office Supplies,Binders,Surelock Post Binders,30.56,5,0.8,3.2832,0.107434554973822
3136,CA-2017-164168,2017-11-12,2017-11-18,Standard Class,LS-16975,Home Office,Dallas,Texas,Central,OFF-ST-10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,77.952,3,0.2,3.2832,0.04211822660098522
3137,CA-2017-164168,2017-11-12,2017-11-18,Standard Class,LS-16975,Home Office,Dallas,Texas,Central,TEC-PH-10004908,Technology,Phones,Panasonic KX TS3282W Corded phone,67.992,1,0.2,3.285,0.048314507589128135
3138,CA-2017-164168,2017-11-12,2017-11-18,Standard Class,LS-16975,Home Office,Dallas,Texas,Central,OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",12.224,2,0.2,3.285,0.2687336387434555
3139,CA-2017-164168,2017-11-12,2017-11-18,Standard Class,LS-16975,Home Office,Dallas,Texas,Central,TEC-AC-10004568,Technology,Accessories,MaxellÂ LTO Ultrium - 800 GB,44.784,2,0.2,3.285,0.07335209003215434
3140,CA-2017-164168,2017-11-12,2017-11-18,Standard Class,LS-16975,Home Office,Dallas,Texas,Central,FUR-FU-10001756,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",22.848,3,0.6,3.2868,0.14385504201680674
3141,CA-2015-112557,2015-04-25,2015-04-28,First Class,JL-15850,Consumer,New York City,New York,East,OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",206.43,3,0,3.2872,0.015924042048151916
3142,US-2014-122959,2014-12-12,2014-12-12,Same Day,CY-12745,Corporate,San Antonio,Texas,Central,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,210.392,2,0.8,3.2872,0.015624168219323928
3143,CA-2017-162572,2017-09-25,2017-09-27,Second Class,RB-19360,Consumer,Cincinnati,Ohio,East,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,119.96,5,0.2,3.29,0.027425808602867623
3144,CA-2017-162572,2017-09-25,2017-09-27,Second Class,RB-19360,Consumer,Cincinnati,Ohio,East,OFF-AR-10001547,Office Supplies,Art,Newell 311,10.608,6,0.2,3.2944,0.3105580693815988
3145,US-2016-148110,2016-09-05,2016-09-11,Standard Class,AR-10825,Corporate,Austin,Texas,Central,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",347.802,7,0.3,3.2944,0.009472055939873835
3146,CA-2017-131828,2017-02-11,2017-02-13,Second Class,CS-11845,Corporate,Seattle,Washington,West,FUR-CH-10004495,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",963.136,4,0.2,3.3,0.003426307395840255
3147,CA-2017-131828,2017-02-11,2017-02-13,Second Class,CS-11845,Corporate,Seattle,Washington,West,TEC-PH-10002923,Technology,Phones,"Logitech B530 USBÂ HeadsetÂ -Â headsetÂ - Full size, Binaural",88.776,3,0.2,3.3088,0.03727133459493557
3148,CA-2014-109218,2014-06-30,2014-07-03,Second Class,AR-10825,Corporate,Los Angeles,California,West,OFF-AR-10001374,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",32.4,5,0,3.3099,0.1021574074074074
3149,CA-2016-120558,2016-06-07,2016-06-10,First Class,RD-19810,Home Office,New York City,New York,East,OFF-PA-10003441,Office Supplies,Paper,Xerox 226,32.4,5,0,3.3312,0.10281481481481482
3150,US-2014-109036,2014-12-20,2014-12-25,Standard Class,KH-16510,Consumer,Seattle,Washington,West,OFF-LA-10002043,Office Supplies,Labels,Avery 489,31.05,3,0,3.339,0.10753623188405796
3151,CA-2015-147830,2015-12-15,2015-12-18,First Class,NF-18385,Consumer,Newark,Ohio,East,TEC-AC-10002049,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,2025.36,6,0.2,3.339,0.0016485958051901885
3152,CA-2015-147830,2015-12-15,2015-12-18,First Class,NF-18385,Consumer,Newark,Ohio,East,TEC-MA-10000418,Technology,Machines,Cubify CubeX 3D Printer Double Head Print,1799.994,2,0.7,3.3408,0.0018560061866872892
3153,CA-2015-147830,2015-12-15,2015-12-18,First Class,NF-18385,Consumer,Newark,Ohio,East,TEC-PH-10004908,Technology,Phones,Panasonic KX TS3282W Corded phone,101.988,2,0.4,3.3408,0.03275679491704907
3154,CA-2015-147830,2015-12-15,2015-12-18,First Class,NF-18385,Consumer,Newark,Ohio,East,FUR-FU-10004091,Furniture,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",262.864,7,0.2,3.3408,0.012709233672165076
3155,CA-2017-150497,2017-07-20,2017-07-24,Standard Class,SM-20950,Corporate,Maple Grove,Minnesota,Central,OFF-BI-10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,735.98,2,0,3.3408,0.004539253784070219
3156,CA-2014-128986,2014-08-03,2014-08-05,Second Class,GH-14410,Home Office,Glendale,Arizona,West,OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal,93.024,3,0.2,3.3408,0.035913312693498456
3157,CA-2015-139584,2015-08-24,2015-08-28,Standard Class,EM-13810,Corporate,New York City,New York,East,FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,284.364,2,0.4,3.344,0.011759575755018216
3158,CA-2015-139584,2015-08-24,2015-08-28,Standard Class,EM-13810,Corporate,New York City,New York,East,TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB,26,2,0,3.344,0.1286153846153846
3159,US-2016-162677,2016-03-26,2016-03-27,First Class,DB-13210,Consumer,Jacksonville,North Carolina,South,OFF-ST-10001291,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",67.64,5,0.2,3.3453,0.049457421643997634
3160,US-2016-162677,2016-03-26,2016-03-27,First Class,DB-13210,Consumer,Jacksonville,North Carolina,South,TEC-AC-10001314,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,119.976,3,0.2,3.348,0.027905581116223245
3161,US-2014-150924,2014-09-12,2014-09-16,Second Class,PT-19090,Consumer,Houston,Texas,Central,OFF-BI-10004040,Office Supplies,Binders,Wilson Jones Impact Binders,5.18,5,0.8,3.348,0.6463320463320463
3162,CA-2014-153969,2014-09-21,2014-09-25,Standard Class,HF-14995,Consumer,San Francisco,California,West,OFF-EN-10001539,Office Supplies,Envelopes,Staple envelope,15.56,2,0,3.3488,0.2152185089974293
3163,CA-2014-153969,2014-09-21,2014-09-25,Standard Class,HF-14995,Consumer,San Francisco,California,West,OFF-EN-10004483,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",78.35,5,0,3.3504,0.04276196553924697
3164,CA-2014-153969,2014-09-21,2014-09-25,Standard Class,HF-14995,Consumer,San Francisco,California,West,OFF-AR-10001615,Office Supplies,Art,Newell 34,59.52,3,0,3.3516,0.05631048387096774
3165,CA-2014-153969,2014-09-21,2014-09-25,Standard Class,HF-14995,Consumer,San Francisco,California,West,OFF-PA-10000327,Office Supplies,Paper,Xerox 1971,38.52,9,0,3.352,0.08701973001038421
3166,CA-2014-153969,2014-09-21,2014-09-25,Standard Class,HF-14995,Consumer,San Francisco,California,West,TEC-PH-10001299,Technology,Phones,Polycom CX300 Desktop Phone USB VoIP phone,239.984,2,0.2,3.3524,0.013969264617641175
3167,CA-2014-153969,2014-09-21,2014-09-25,Standard Class,HF-14995,Consumer,San Francisco,California,West,OFF-PA-10002246,Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",19.35,3,0,3.3524,0.17325064599483203
3168,CA-2016-146682,2016-10-29,2016-10-31,First Class,KW-16435,Consumer,Lansing,Michigan,Central,FUR-FU-10002671,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,67,5,0,3.3524,0.05003582089552239
3169,CA-2016-138695,2016-05-28,2016-06-03,Standard Class,KC-16675,Corporate,Tallahassee,Florida,South,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,390.272,8,0.2,3.3524,0.008589906526730076
3170,CA-2016-138695,2016-05-28,2016-06-03,Standard Class,KC-16675,Corporate,Tallahassee,Florida,South,OFF-PA-10001667,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),62.192,13,0.2,3.3534,0.05392011834319527
3171,CA-2017-107461,2017-12-21,2017-12-26,Second Class,PK-19075,Consumer,Columbia,South Carolina,South,OFF-BI-10002003,Office Supplies,Binders,Ibico Presentation Index for Binding Systems,23.88,6,0,3.3544,0.14046901172529314
3172,US-2016-133879,2016-03-21,2016-03-28,Standard Class,KT-16465,Consumer,Chicago,Illinois,Central,OFF-BI-10004465,Office Supplies,Binders,Avery Durable Slant Ring Binders,3.168,2,0.8,3.3544,1.058838383838384
3173,US-2016-133879,2016-03-21,2016-03-28,Standard Class,KT-16465,Consumer,Chicago,Illinois,Central,FUR-CH-10000665,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",528.43,5,0.3,3.36,0.006358458073917076
3174,US-2016-133879,2016-03-21,2016-03-28,Standard Class,KT-16465,Consumer,Chicago,Illinois,Central,OFF-AR-10004956,Office Supplies,Art,Newell 33,13.392,3,0.2,3.36,0.25089605734767023
3175,CA-2017-157483,2017-11-11,2017-11-18,Standard Class,EP-13915,Consumer,Detroit,Michigan,Central,OFF-AR-10004260,Office Supplies,Art,Boston 1799 Powerhouse Electric Pencil Sharpener,181.86,7,0,3.36,0.018475750577367202
3176,US-2017-132059,2017-09-23,2017-09-29,Standard Class,AP-10915,Consumer,Fort Collins,Colorado,West,FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",180.588,2,0.7,3.363,0.018622499833876007
3177,US-2017-132059,2017-09-23,2017-09-29,Standard Class,AP-10915,Consumer,Fort Collins,Colorado,West,TEC-AC-10003280,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,47.984,2,0.2,3.363,0.07008586195398465
3178,CA-2017-122280,2017-09-10,2017-09-10,Same Day,SH-20395,Consumer,New York City,New York,East,OFF-PA-10004911,Office Supplies,Paper,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",18.76,2,0,3.363,0.1792643923240938
3179,CA-2017-105235,2017-12-05,2017-12-11,Standard Class,SM-20950,Corporate,New York City,New York,East,FUR-FU-10001487,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",20.94,3,0,3.3675,0.16081661891117477
3180,CA-2017-105235,2017-12-05,2017-12-11,Standard Class,SM-20950,Corporate,New York City,New York,East,FUR-FU-10000521,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",58.68,2,0,3.3725,0.057472733469665985
3181,CA-2017-105235,2017-12-05,2017-12-11,Standard Class,SM-20950,Corporate,New York City,New York,East,OFF-AP-10001271,Office Supplies,Appliances,Eureka The Boss Cordless Rechargeable Stick Vac,254.9,5,0,3.3756,0.013242840329540996
3182,CA-2017-152912,2017-11-09,2017-11-12,Second Class,BM-11650,Corporate,Columbia,Maryland,East,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,9.64,2,0,3.3785,0.3504668049792531
3183,CA-2017-152912,2017-11-09,2017-11-12,Second Class,BM-11650,Corporate,Columbia,Maryland,East,TEC-AC-10004666,Technology,Accessories,MaxellÂ iVDR EX 500GB Cartridge,826.62,3,0,3.384,0.0040937794875517165
3184,CA-2017-152912,2017-11-09,2017-11-12,Second Class,BM-11650,Corporate,Columbia,Maryland,East,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,1633.14,9,0,3.389,0.002075143588424752
3185,CA-2017-152912,2017-11-09,2017-11-12,Second Class,BM-11650,Corporate,Columbia,Maryland,East,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,544.38,3,0,3.389,0.006225430765274257
3186,CA-2014-123498,2014-11-07,2014-11-09,First Class,TC-20980,Corporate,Houston,Texas,Central,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,26.046,3,0.8,3.393,0.1302695231513476
3187,CA-2014-123498,2014-11-07,2014-11-09,First Class,TC-20980,Corporate,Houston,Texas,Central,OFF-EN-10004773,Office Supplies,Envelopes,Staple envelope,74.352,3,0.2,3.3948,0.04565848934796643
